client_id,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
3017,2,m,58,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
3018,61,m,21,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3019,30,m,30,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
3020,32,f,57,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
3021,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3022,1,f,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3023,16,m,40,25-40,93931,56.90,8427,0.42,0.42,20.16,1.33
3024,60,m,70,>65,110643,51.90,8441,3.37,1.03,18.67,3.97
3025,60,f,67,>65,110643,51.90,8441,3.37,1.03,18.67,3.97
3026,22,m,52,25-50,58400,52.40,8620,0.48,0.15,18.89,1.18
3027,62,m,40,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
3028,34,f,67,>65,125236,87.70,9675,-1.06,1.25,41.97,7.05
3029,43,m,29,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
3030,68,f,23,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
3031,40,f,34,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
3032,40,m,40,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
3035,27,m,35,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
3036,16,f,58,25-50,93931,56.90,8427,0.42,0.42,20.16,1.33
3037,64,m,57,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3038,6,f,53,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
3039,55,f,30,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
3041,4,f,72,>65,149893,67.40,9753,4.32,0.41,37.15,4.84
3042,18,f,31,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
3043,63,f,48,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
3044,36,m,54,25-50,159617,85.20,9198,2.11,0.95,37.36,3.81
3045,10,f,49,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
3046,1,f,74,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3047,45,m,24,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
3048,16,f,76,>65,93931,56.90,8427,0.42,0.42,20.16,1.33
3049,6,m,32,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
3050,6,f,32,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
3051,65,m,71,>65,114200,43.70,8403,4.91,-0.02,21.34,5.73
3054,74,m,41,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3055,51,m,68,>65,121947,70.50,8541,2.81,0.46,30.07,2.74
3056,38,f,40,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
3057,38,m,37,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
3058,49,f,56,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
3059,61,m,22,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3060,61,m,39,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
3061,61,f,34,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
3062,41,f,69,>65,118650,85.60,9832,-8.21,1.16,50.21,3.90
3063,27,m,28,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
3064,42,m,69,>65,95907,59.10,8388,0.10,0.53,17.34,2.67
3065,24,f,78,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
3066,54,f,17,-18,387570,100.00,9897,-0.06,0.36,48.27,1.78
3067,57,f,47,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
3068,57,m,45,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
3069,21,m,56,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
3070,46,m,79,>65,112709,73.50,8369,-2.09,0.52,24.27,2.05
3071,38,f,32,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
3072,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3073,1,f,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3074,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3075,74,m,58,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3076,57,f,37,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
3077,50,f,65,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
3078,50,m,67,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
3079,67,m,56,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
3080,5,f,48,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3081,5,m,54,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3082,52,f,20,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
3083,41,m,28,25-40,118650,85.60,9832,-8.21,1.16,50.21,3.90
3084,23,f,48,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
3085,62,f,53,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3086,62,m,51,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3087,46,f,40,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
3088,40,m,49,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
3089,46,m,25,18-25,112709,73.50,8369,-2.09,0.52,24.27,2.05
3090,32,m,31,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
3091,15,f,33,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
3092,59,f,32,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
3093,35,m,33,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
3094,48,m,49,40-50,78955,59.00,9060,0.79,0.66,21.35,2.11
3095,36,m,46,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
3096,74,m,17,-18,323870,100.00,10673,-1.34,0.69,57.32,5.10
3097,48,m,51,25-50,78955,59.00,9060,0.79,0.66,21.35,2.11
3098,17,m,61,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
3099,17,m,34,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3100,2,m,68,>65,88884,46.70,8507,5.79,0.18,27.19,1.76
3101,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3102,61,f,20,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3103,64,f,26,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
3104,4,f,17,-18,149893,67.40,9753,4.32,0.41,37.15,4.84
3105,68,m,52,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
3106,72,f,71,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
3107,30,m,39,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
3108,30,f,37,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
3109,7,f,67,>65,94725,63.40,9920,5.88,0.61,48.22,2.56
3110,54,m,68,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
3111,54,f,75,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
3112,24,m,60,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
3113,60,f,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
3114,60,m,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
3115,72,m,38,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
3116,28,m,48,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
3117,62,f,58,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3118,62,m,59,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3119,50,f,63,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
3120,75,m,35,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
3121,57,f,43,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
3122,57,m,40,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
3123,1,m,20,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
3124,5,f,41,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3125,10,f,77,>65,92084,46.70,10124,5.49,-0.02,44.12,0.55
3126,47,m,61,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
3127,1,f,79,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3128,69,f,55,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
3129,5,f,53,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3130,19,f,44,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
3131,1,f,64,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3132,1,f,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
3133,31,f,26,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
3134,1,m,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3135,48,m,30,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
3136,1,m,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3137,70,m,52,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3138,70,f,56,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3139,46,f,43,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
3140,46,m,40,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
3141,9,f,74,>65,81344,55.30,8899,-6.15,0.58,33.65,3.68
3142,68,m,80,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
3143,21,f,55,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
3144,1,m,80,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3145,1,f,78,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3146,1,m,51,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3147,19,f,35,25-40,51428,52.70,8402,1.94,0.85,20.40,3.55
3148,3,m,57,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
3149,3,f,64,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
3150,54,f,67,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
3151,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3152,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3153,26,m,75,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3154,26,f,73,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3155,44,f,26,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
3156,68,f,45,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
3157,1,f,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3158,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3159,24,m,69,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
3160,20,m,48,40-50,70646,58.40,8547,-0.30,0.99,21.98,3.15
3161,66,m,19,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
3162,55,m,39,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
3163,1,f,35,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3164,1,m,37,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3165,3,f,23,18-25,75232,41.70,8980,-0.15,0.26,37.46,2.08
3166,31,m,44,40-50,51313,59.20,8930,2.42,0.68,27.09,3.86
3167,48,f,56,25-50,78955,59.00,9060,0.79,0.66,21.35,2.11
3170,76,m,78,>65,127369,51.20,8369,-7.29,1.15,25.69,5.30
3171,76,f,75,>65,127369,51.20,8369,-7.29,1.15,25.69,5.30
3172,64,m,48,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3173,66,f,53,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3174,66,m,47,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3175,64,f,49,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3176,1,m,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3177,24,m,61,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
3178,25,f,30,25-40,88757,61.70,8554,4.46,0.21,22.76,2.58
3179,45,f,51,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
3180,45,m,55,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
3181,27,m,56,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
3182,18,f,74,>65,70699,65.30,8968,2.40,0.52,25.81,3.09
3183,70,m,19,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
3184,5,f,40,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
3185,17,f,27,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3186,1,f,44,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3187,7,m,47,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
3188,68,f,23,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
3190,1,f,79,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3191,56,f,24,18-25,124605,46.00,8772,2.44,0.29,24.12,4.84
3192,6,m,60,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
3193,28,f,49,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
3194,51,f,24,18-25,121947,70.50,8541,2.81,0.46,30.07,2.74
3195,2,f,28,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
3196,72,f,21,18-25,226122,62.60,8994,-2.05,0.99,41.75,4.29
3197,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3198,1,f,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3199,1,f,42,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3200,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3201,66,f,46,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3202,56,m,77,>65,124605,46.00,8772,2.44,0.29,24.12,4.84
3203,1,f,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3204,1,m,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3205,1,f,78,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3206,1,m,78,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3207,55,f,74,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
3208,27,m,52,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
3209,27,f,60,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
3210,14,m,36,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
3211,17,f,32,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3213,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3214,71,m,77,>65,161227,69.70,8678,-2.39,-0.36,29.69,5.75
3215,64,f,63,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3216,58,m,40,25-40,109164,63.60,8757,2.37,0.57,21.45,3.67
3217,61,m,22,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3218,49,m,34,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
3219,49,f,40,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
3220,23,m,42,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
3221,23,f,46,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
3222,21,m,22,18-25,103347,67.00,9104,0.53,0.56,22.51,1.79
3225,13,m,42,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
3226,1,m,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3227,59,f,49,40-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
3228,34,m,42,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
3229,50,m,20,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
3230,1,f,17,-18,1204953,100.00,12541,11.15,0.14,76.68,0.36
3231,21,m,38,25-40,103347,67.00,9104,0.53,0.56,22.51,1.79
3232,5,m,23,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
3233,1,m,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
3234,67,f,80,>65,106054,63.10,8110,-1.56,0.78,29.81,6.16
3235,46,f,49,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
3236,28,f,39,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
3239,7,f,18,18-25,94725,63.40,9920,5.88,0.61,48.22,2.56
3240,67,f,62,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
3241,26,m,65,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
3242,26,f,62,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
3243,71,f,79,>65,161227,69.70,8678,-2.39,-0.36,29.69,5.75
3244,72,m,66,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
3245,70,m,47,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3246,66,m,68,>65,125832,48.30,8512,-1.14,0.61,17.28,3.81
3247,69,f,41,40-50,42821,48.40,8173,0.00,0.00,31.71,7.01
3248,28,f,70,>65,72541,36.90,8594,-0.76,0.39,21.40,1.81
3249,17,m,40,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3250,17,f,37,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3251,52,f,37,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
3252,52,m,38,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
3253,70,m,53,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3254,1,m,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3255,8,f,29,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
3256,49,m,23,18-25,75685,60.80,8208,6.12,0.37,24.99,2.07
3257,73,f,21,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
3258,74,f,39,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
3259,71,m,49,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
3260,74,f,57,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3261,74,m,49,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3262,61,f,58,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
3264,63,f,49,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
3265,47,f,36,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
3266,47,m,39,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
3267,61,m,48,40-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
3268,1,f,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3269,2,m,25,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
3270,12,m,59,25-50,107870,58.00,8754,0.59,0.48,35.56,4.07
3271,58,f,57,25-50,109164,63.60,8757,2.37,0.57,21.45,3.67
3272,9,f,79,>65,81344,55.30,8899,-6.15,0.58,33.65,3.68
3273,9,m,81,>65,81344,55.30,8899,-6.15,0.58,33.65,3.68
3274,26,m,70,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3275,26,f,75,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3276,52,m,19,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
3277,42,m,33,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
3278,42,f,37,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
3279,66,f,45,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3280,66,m,41,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3281,74,m,49,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3282,29,m,18,18-25,45714,55.60,8843,1.53,0.78,18.66,3.21
3283,10,m,66,>65,92084,46.70,10124,5.49,-0.02,44.12,0.55
3284,2,m,63,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
3285,2,f,56,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
3286,74,f,27,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
3287,74,m,21,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
3288,69,m,73,>65,42821,48.40,8173,0.00,0.00,31.71,7.01
3289,75,f,22,18-25,138032,64.60,8819,3.20,0.28,31.04,5.52
3290,11,f,30,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
3291,52,m,52,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
3292,18,m,59,25-50,70699,65.30,8968,2.40,0.52,25.81,3.09
3293,1,f,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3294,52,m,42,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
3295,40,f,33,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
3296,23,m,30,25-40,87419,85.50,8624,3.65,0.87,34.76,2.23
3297,1,m,31,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3298,5,f,57,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3299,76,f,38,25-40,127369,51.20,8369,-7.29,1.15,25.69,5.30
3300,53,m,49,40-50,107911,50.90,8240,0.49,1.03,17.39,3.04
3302,52,f,35,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
3303,52,m,34,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
3304,69,m,60,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
3305,41,f,28,25-40,118650,85.60,9832,-8.21,1.16,50.21,3.90
3306,27,m,51,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
3307,14,f,20,18-25,177686,74.80,10045,-1.74,0.29,36.30,1.56
3308,15,m,51,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
3309,15,f,57,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
3310,23,m,45,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
3311,51,m,45,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
3312,70,f,28,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
3313,60,f,53,25-50,110643,51.90,8441,3.37,1.03,18.67,3.97
3314,24,f,68,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
3315,24,m,65,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
3316,1,f,52,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3317,1,m,49,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3319,1,f,20,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
3320,1,m,27,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3321,13,f,30,25-40,53921,41.30,8598,5.16,0.49,32.20,3.01
3322,31,m,51,25-50,51313,59.20,8930,2.42,0.68,27.09,3.86
3323,74,f,18,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
3324,26,f,28,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
3325,26,m,36,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
3326,57,f,47,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
3327,20,f,62,25-50,70646,58.40,8547,-0.30,0.99,21.98,3.15
3328,24,m,33,25-40,122603,80.00,8991,0.61,0.62,42.70,1.70
3329,54,m,38,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
3330,54,f,44,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
3331,70,f,29,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
3332,46,f,30,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
3333,10,f,50,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
3334,1,m,32,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3335,11,m,32,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
3336,64,f,48,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3337,53,m,47,40-50,107911,50.90,8240,0.49,1.03,17.39,3.04
3338,69,f,57,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
3339,31,f,23,18-25,51313,59.20,8930,2.42,0.68,27.09,3.86
3340,54,m,23,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
3341,54,f,31,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
3342,73,m,26,25-40,182027,56.40,8746,0.43,0.41,24.14,3.54
3344,42,m,38,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
3345,37,f,58,25-50,114006,62.30,9065,0.17,0.93,36.46,4.92
3346,37,m,58,25-50,114006,62.30,9065,0.17,0.93,36.46,4.92
3347,11,m,63,25-50,75637,36.50,9622,0.71,0.14,46.30,0.52
3348,38,f,21,18-25,85852,59.80,8965,1.97,1.15,31.89,7.66
3349,42,m,36,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
3350,30,m,49,40-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
3351,30,f,57,25-50,94812,81.80,9650,-1.91,0.29,30.53,3.52
3352,23,m,80,>65,87419,85.50,8624,3.65,0.87,34.76,2.23
3353,23,f,80,>65,87419,85.50,8624,3.65,0.87,34.76,2.23
3354,62,f,56,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3355,38,m,46,40-50,85852,59.80,8965,1.97,1.15,31.89,7.66
3356,73,m,25,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
3357,63,f,45,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
3358,16,m,24,18-25,93931,56.90,8427,0.42,0.42,20.16,1.33
3359,1,m,54,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3360,43,f,23,18-25,161854,76.30,9425,-1.20,0.78,24.64,2.11
3361,40,f,69,>65,128118,85.30,9317,-0.60,0.58,53.94,6.78
3365,1,f,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3366,54,f,40,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
3367,54,m,47,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
3368,14,f,47,40-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
3369,1,m,47,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3370,25,m,80,>65,88757,61.70,8554,4.46,0.21,22.76,2.58
3371,25,f,80,>65,88757,61.70,8554,4.46,0.21,22.76,2.58
3372,1,m,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3373,5,m,47,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3374,5,f,39,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
3375,74,m,45,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3376,11,f,54,25-50,75637,36.50,9622,0.71,0.14,46.30,0.52
3377,11,m,61,25-50,75637,36.50,9622,0.71,0.14,46.30,0.52
3378,5,m,42,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3379,5,f,50,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3380,74,f,21,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
3381,70,f,34,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
3382,54,m,45,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
3383,54,f,43,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
3384,41,f,57,25-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
3385,11,f,75,>65,75637,36.50,9622,0.71,0.14,46.30,0.52
3386,49,f,59,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
3387,58,m,56,25-50,109164,63.60,8757,2.37,0.57,21.45,3.67
3388,53,f,34,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
3389,39,f,32,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
3390,53,f,27,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
