disp_id,client_id,account_id,type,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
2998,2998,2483,OWNER,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
2999,2999,2484,OWNER,74,f,20,18-25,323870,100.00,10673,-1.34,0.69,57.32,5.10
3000,3000,2485,OWNER,41,f,71,>65,118650,85.60,9832,-8.21,1.16,50.21,3.90
3001,3001,2486,OWNER,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3002,3002,2487,OWNER,42,f,44,40-50,95907,59.10,8388,0.10,0.53,17.34,2.67
3003,3003,2488,OWNER,69,f,26,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
3004,3004,2488,DISPONENT,69,m,28,25-40,42821,48.40,8173,0.00,0.00,31.71,7.01
3005,3005,2489,OWNER,43,m,68,>65,161854,76.30,9425,-1.20,0.78,24.64,2.11
3006,3006,2490,OWNER,22,f,26,25-40,58400,52.40,8620,0.48,0.15,18.89,1.18
3007,3007,2491,OWNER,76,m,35,25-40,127369,51.20,8369,-7.29,1.15,25.69,5.30
3008,3008,2492,OWNER,73,m,80,>65,182027,56.40,8746,0.43,0.41,24.14,3.54
3009,3009,2493,OWNER,62,f,42,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3010,3010,2493,DISPONENT,62,m,39,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
3011,3011,2494,OWNER,74,m,44,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3012,3012,2495,OWNER,70,f,44,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3013,3013,2496,OWNER,51,f,49,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
3014,3014,2496,DISPONENT,51,m,46,40-50,121947,70.50,8541,2.81,0.46,30.07,2.74
3015,3015,2497,OWNER,73,m,47,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
3016,3016,2498,OWNER,40,m,22,18-25,128118,85.30,9317,-0.60,0.58,53.94,6.78
3017,3017,2499,OWNER,2,m,58,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
3018,3018,2500,OWNER,61,m,21,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3019,3019,2501,OWNER,30,m,30,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
3020,3020,2502,OWNER,32,f,57,25-50,105058,81.00,9272,1.57,0.42,42.10,3.01
3021,3021,2503,OWNER,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3022,3022,2503,DISPONENT,1,f,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3023,3023,2504,OWNER,16,m,40,25-40,93931,56.90,8427,0.42,0.42,20.16,1.33
3024,3024,2505,OWNER,60,m,70,>65,110643,51.90,8441,3.37,1.03,18.67,3.97
3025,3025,2505,DISPONENT,60,f,67,>65,110643,51.90,8441,3.37,1.03,18.67,3.97
3026,3026,2506,OWNER,22,m,52,25-50,58400,52.40,8620,0.48,0.15,18.89,1.18
3027,3027,2507,OWNER,62,m,40,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
3028,3028,2508,OWNER,34,f,67,>65,125236,87.70,9675,-1.06,1.25,41.97,7.05
3029,3029,2509,OWNER,43,m,29,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
3030,3030,2510,OWNER,68,f,23,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
3031,3031,2511,OWNER,40,f,34,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
3032,3032,2511,DISPONENT,40,m,40,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
3035,3035,2513,OWNER,27,m,35,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
3036,3036,2514,OWNER,16,f,58,25-50,93931,56.90,8427,0.42,0.42,20.16,1.33
3037,3037,2515,OWNER,64,m,57,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3038,3038,2516,OWNER,6,f,53,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
3039,3039,2517,OWNER,55,f,30,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
3041,3041,2519,OWNER,4,f,72,>65,149893,67.40,9753,4.32,0.41,37.15,4.84
3042,3042,2520,OWNER,18,f,31,25-40,70699,65.30,8968,2.40,0.52,25.81,3.09
3043,3043,2521,OWNER,63,f,48,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
3044,3044,2522,OWNER,36,m,54,25-50,159617,85.20,9198,2.11,0.95,37.36,3.81
3045,3045,2523,OWNER,10,f,49,40-50,92084,46.70,10124,5.49,-0.02,44.12,0.55
3046,3046,2524,OWNER,1,f,74,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3047,3047,2525,OWNER,45,m,24,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
3048,3048,2526,OWNER,16,f,76,>65,93931,56.90,8427,0.42,0.42,20.16,1.33
3049,3049,2527,OWNER,6,m,32,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
3050,3050,2527,DISPONENT,6,f,32,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
3051,3051,2528,OWNER,65,m,71,>65,114200,43.70,8403,4.91,-0.02,21.34,5.73
3054,3054,2530,OWNER,74,m,41,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3055,3055,2531,OWNER,51,m,68,>65,121947,70.50,8541,2.81,0.46,30.07,2.74
3056,3056,2532,OWNER,38,f,40,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
3057,3057,2532,DISPONENT,38,m,37,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
3058,3058,2533,OWNER,49,f,56,25-50,75685,60.80,8208,6.12,0.37,24.99,2.07
3059,3059,2534,OWNER,61,m,22,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3060,3060,2535,OWNER,61,m,39,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
3061,3061,2535,DISPONENT,61,f,34,25-40,117897,53.80,8814,-0.45,0.98,17.69,5.25
3062,3062,2536,OWNER,41,f,69,>65,118650,85.60,9832,-8.21,1.16,50.21,3.90
3063,3063,2537,OWNER,27,m,28,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
3064,3064,2538,OWNER,42,m,69,>65,95907,59.10,8388,0.10,0.53,17.34,2.67
3065,3065,2539,OWNER,24,f,78,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
3066,3066,2540,OWNER,54,f,17,-18,387570,100.00,9897,-0.06,0.36,48.27,1.78
3067,3067,2541,OWNER,57,f,47,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
3068,3068,2541,DISPONENT,57,m,45,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
3069,3069,2542,OWNER,21,m,56,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
3070,3070,2543,OWNER,46,m,79,>65,112709,73.50,8369,-2.09,0.52,24.27,2.05
3071,3071,2544,OWNER,38,f,32,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
3072,3072,2545,OWNER,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3073,3073,2545,DISPONENT,1,f,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3074,3074,2546,OWNER,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3075,3075,2547,OWNER,74,m,58,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3076,3076,2548,OWNER,57,f,37,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
3077,3077,2549,OWNER,50,f,65,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
3078,3078,2549,DISPONENT,50,m,67,>65,102609,52.00,8187,0.11,0.62,20.74,5.14
3079,3079,2550,OWNER,67,m,56,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
3080,3080,2551,OWNER,5,f,48,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3081,3081,2551,DISPONENT,5,m,54,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3082,3082,2552,OWNER,52,f,20,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
3083,3083,2553,OWNER,41,m,28,25-40,118650,85.60,9832,-8.21,1.16,50.21,3.90
3084,3084,2554,OWNER,23,f,48,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
3085,3085,2555,OWNER,62,f,53,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3086,3086,2555,DISPONENT,62,m,51,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3087,3087,2556,OWNER,46,f,40,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
3088,3088,2557,OWNER,40,m,49,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
3089,3089,2558,OWNER,46,m,25,18-25,112709,73.50,8369,-2.09,0.52,24.27,2.05
3090,3090,2559,OWNER,32,m,31,25-40,105058,81.00,9272,1.57,0.42,42.10,3.01
3091,3091,2560,OWNER,15,f,33,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
3092,3092,2561,OWNER,59,f,32,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
3093,3093,2562,OWNER,35,m,33,25-40,88768,80.50,8867,2.66,0.19,39.45,1.11
3094,3094,2563,OWNER,48,m,49,40-50,78955,59.00,9060,0.79,0.66,21.35,2.11
3095,3095,2564,OWNER,36,m,46,40-50,159617,85.20,9198,2.11,0.95,37.36,3.81
3096,3096,2565,OWNER,74,m,17,-18,323870,100.00,10673,-1.34,0.69,57.32,5.10
3097,3097,2566,OWNER,48,m,51,25-50,78955,59.00,9060,0.79,0.66,21.35,2.11
3098,3098,2567,OWNER,17,m,61,25-50,74062,61.40,8114,2.40,0.24,14.74,2.50
3099,3099,2568,OWNER,17,m,34,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3100,3100,2569,OWNER,2,m,68,>65,88884,46.70,8507,5.79,0.18,27.19,1.76
3101,3101,2570,OWNER,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3102,3102,2571,OWNER,61,f,20,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3103,3103,2572,OWNER,64,f,26,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
3104,3104,2573,OWNER,4,f,17,-18,149893,67.40,9753,4.32,0.41,37.15,4.84
3105,3105,2574,OWNER,68,m,52,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
3106,3106,2575,OWNER,72,f,71,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
3107,3107,2576,OWNER,30,m,39,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
3108,3108,2576,DISPONENT,30,f,37,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
3109,3109,2577,OWNER,7,f,67,>65,94725,63.40,9920,5.88,0.61,48.22,2.56
3110,3110,2578,OWNER,54,m,68,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
3111,3111,2578,DISPONENT,54,f,75,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
3112,3112,2579,OWNER,24,m,60,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
3113,3113,2580,OWNER,60,f,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
3114,3114,2580,DISPONENT,60,m,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
3115,3115,2581,OWNER,72,m,38,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
3116,3116,2582,OWNER,28,m,48,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
3117,3117,2583,OWNER,62,f,58,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3118,3118,2583,DISPONENT,62,m,59,25-50,145688,40.70,8544,1.28,0.57,19.30,1.58
3119,3119,2584,OWNER,50,f,63,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
3120,3120,2585,OWNER,75,m,35,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
3121,3121,2586,OWNER,57,f,43,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
3122,3122,2586,DISPONENT,57,m,40,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
3123,3123,2587,OWNER,1,m,20,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
3124,3124,2588,OWNER,5,f,41,40-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3125,3125,2589,OWNER,10,f,77,>65,92084,46.70,10124,5.49,-0.02,44.12,0.55
3126,3126,2590,OWNER,47,m,61,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
3127,3127,2591,OWNER,1,f,79,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3128,3128,2592,OWNER,69,f,55,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
3129,3129,2593,OWNER,5,f,53,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
3130,3130,2594,OWNER,19,f,44,40-50,51428,52.70,8402,1.94,0.85,20.40,3.55
3131,3131,2595,OWNER,1,f,64,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3132,3132,2596,OWNER,1,f,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
3133,3133,2597,OWNER,31,f,26,25-40,51313,59.20,8930,2.42,0.68,27.09,3.86
3134,3134,2598,OWNER,1,m,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3135,3135,2599,OWNER,48,m,30,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
3136,3136,2600,OWNER,1,m,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3137,3137,2601,OWNER,70,m,52,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3138,3138,2601,DISPONENT,70,f,56,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3139,3139,2602,OWNER,46,f,43,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
3140,3140,2602,DISPONENT,46,m,40,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
3141,3141,2603,OWNER,9,f,74,>65,81344,55.30,8899,-6.15,0.58,33.65,3.68
3142,3142,2604,OWNER,68,m,80,>65,228848,57.20,9893,1.15,0.63,25.15,4.40
3143,3143,2605,OWNER,21,f,55,25-50,103347,67.00,9104,0.53,0.56,22.51,1.79
3144,3144,2606,OWNER,1,m,80,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3145,3145,2606,DISPONENT,1,f,78,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3146,3146,2607,OWNER,1,m,51,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3147,3147,2608,OWNER,19,f,35,25-40,51428,52.70,8402,1.94,0.85,20.40,3.55
3148,3148,2609,OWNER,3,m,57,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
3149,3149,2609,DISPONENT,3,f,64,25-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
3150,3150,2610,OWNER,54,f,67,>65,387570,100.00,9897,-0.06,0.36,48.27,1.78
3151,3151,2611,OWNER,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3152,3152,2612,OWNER,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3153,3153,2613,OWNER,26,m,75,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3154,3154,2613,DISPONENT,26,f,73,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3155,3155,2614,OWNER,44,f,26,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
3156,3156,2615,OWNER,68,f,45,40-50,228848,57.20,9893,1.15,0.63,25.15,4.40
3157,3157,2616,OWNER,1,f,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3158,3158,2617,OWNER,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3159,3159,2618,OWNER,24,m,69,>65,122603,80.00,8991,0.61,0.62,42.70,1.70
3160,3160,2619,OWNER,20,m,48,40-50,70646,58.40,8547,-0.30,0.99,21.98,3.15
3161,3161,2620,OWNER,66,m,19,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
3162,3162,2621,OWNER,55,m,39,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
3163,3163,2622,OWNER,1,f,35,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3164,3164,2622,DISPONENT,1,m,37,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3165,3165,2623,OWNER,3,f,23,18-25,75232,41.70,8980,-0.15,0.26,37.46,2.08
3166,3166,2624,OWNER,31,m,44,40-50,51313,59.20,8930,2.42,0.68,27.09,3.86
3167,3167,2625,OWNER,48,f,56,25-50,78955,59.00,9060,0.79,0.66,21.35,2.11
3170,3170,2627,OWNER,76,m,78,>65,127369,51.20,8369,-7.29,1.15,25.69,5.30
3171,3171,2627,DISPONENT,76,f,75,>65,127369,51.20,8369,-7.29,1.15,25.69,5.30
3172,3172,2628,OWNER,64,m,48,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3173,3173,2629,OWNER,66,f,53,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3174,3174,2629,DISPONENT,66,m,47,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3175,3175,2630,OWNER,64,f,49,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3176,3176,2631,OWNER,1,m,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3177,3177,2632,OWNER,24,m,61,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
3178,3178,2633,OWNER,25,f,30,25-40,88757,61.70,8554,4.46,0.21,22.76,2.58
3179,3179,2634,OWNER,45,f,51,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
3180,3180,2634,DISPONENT,45,m,55,25-50,77917,53.50,8390,0.54,0.61,26.96,2.58
3181,3181,2635,OWNER,27,m,56,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
3182,3182,2636,OWNER,18,f,74,>65,70699,65.30,8968,2.40,0.52,25.81,3.09
3183,3183,2637,OWNER,70,m,19,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
3184,3184,2638,OWNER,5,f,40,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
3185,3185,2639,OWNER,17,f,27,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3186,3186,2640,OWNER,1,f,44,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3187,3187,2641,OWNER,7,m,47,40-50,94725,63.40,9920,5.88,0.61,48.22,2.56
3188,3188,2642,OWNER,68,f,23,18-25,228848,57.20,9893,1.15,0.63,25.15,4.40
3190,3190,2644,OWNER,1,f,79,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3191,3191,2645,OWNER,56,f,24,18-25,124605,46.00,8772,2.44,0.29,24.12,4.84
3192,3192,2646,OWNER,6,m,60,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
3193,3193,2647,OWNER,28,f,49,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
3194,3194,2648,OWNER,51,f,24,18-25,121947,70.50,8541,2.81,0.46,30.07,2.74
3195,3195,2649,OWNER,2,f,28,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
3196,3196,2650,OWNER,72,f,21,18-25,226122,62.60,8994,-2.05,0.99,41.75,4.29
3197,3197,2651,OWNER,1,m,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3198,3198,2651,DISPONENT,1,f,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3199,3199,2652,OWNER,1,f,42,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3200,3200,2652,DISPONENT,1,m,45,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3201,3201,2653,OWNER,66,f,46,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3202,3202,2654,OWNER,56,m,77,>65,124605,46.00,8772,2.44,0.29,24.12,4.84
3203,3203,2655,OWNER,1,f,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
3204,3204,2655,DISPONENT,1,m,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3205,3205,2656,OWNER,1,f,78,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3206,3206,2656,DISPONENT,1,m,78,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3207,3207,2657,OWNER,55,f,74,>65,157042,33.90,8743,1.50,0.55,24.05,2.16
3208,3208,2658,OWNER,27,m,52,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
3209,3209,2658,DISPONENT,27,f,60,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
3210,3210,2659,OWNER,14,m,36,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
3211,3211,2660,OWNER,17,f,32,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3213,3213,2661,OWNER,1,m,58,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3214,3214,2662,OWNER,71,m,77,>65,161227,69.70,8678,-2.39,-0.36,29.69,5.75
3215,3215,2663,OWNER,64,f,63,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
3216,3216,2664,OWNER,58,m,40,25-40,109164,63.60,8757,2.37,0.57,21.45,3.67
3217,3217,2665,OWNER,61,m,22,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
3218,3218,2666,OWNER,49,m,34,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
3219,3219,2666,DISPONENT,49,f,40,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
3220,3220,2667,OWNER,23,m,42,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
3221,3221,2667,DISPONENT,23,f,46,40-50,87419,85.50,8624,3.65,0.87,34.76,2.23
3222,3222,2668,OWNER,21,m,22,18-25,103347,67.00,9104,0.53,0.56,22.51,1.79
3225,3225,2670,OWNER,13,m,42,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
3226,3226,2671,OWNER,1,m,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3227,3227,2672,OWNER,59,f,49,40-50,108871,62.10,8444,-2.66,0.23,22.50,3.36
3228,3228,2673,OWNER,34,m,42,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
3229,3229,2674,OWNER,50,m,20,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
3230,3230,2675,OWNER,1,f,17,-18,1204953,100.00,12541,11.15,0.14,76.68,0.36
3231,3231,2676,OWNER,21,m,38,25-40,103347,67.00,9104,0.53,0.56,22.51,1.79
3232,3232,2677,OWNER,5,m,23,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
3233,3233,2678,OWNER,1,m,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
3234,3234,2679,OWNER,67,f,80,>65,106054,63.10,8110,-1.56,0.78,29.81,6.16
3235,3235,2680,OWNER,46,f,49,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
3236,3236,2681,OWNER,28,f,39,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
3239,3239,2684,OWNER,7,f,18,18-25,94725,63.40,9920,5.88,0.61,48.22,2.56
3240,3240,2685,OWNER,67,f,62,25-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
3241,3241,2686,OWNER,26,m,65,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
3242,3242,2686,DISPONENT,26,f,62,25-50,170449,100.00,10787,1.29,0.45,36.09,2.87
3243,3243,2687,OWNER,71,f,79,>65,161227,69.70,8678,-2.39,-0.36,29.69,5.75
3244,3244,2688,OWNER,72,m,66,>65,226122,62.60,8994,-2.05,0.99,41.75,4.29
3245,3245,2689,OWNER,70,m,47,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3246,3246,2690,OWNER,66,m,68,>65,125832,48.30,8512,-1.14,0.61,17.28,3.81
3247,3247,2691,OWNER,69,f,41,40-50,42821,48.40,8173,0.00,0.00,31.71,7.01
3248,3248,2692,OWNER,28,f,70,>65,72541,36.90,8594,-0.76,0.39,21.40,1.81
3249,3249,2693,OWNER,17,m,40,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3250,3250,2693,DISPONENT,17,f,37,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
3251,3251,2694,OWNER,52,f,37,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
3252,3252,2694,DISPONENT,52,m,38,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
3253,3253,2695,OWNER,70,m,53,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
3254,3254,2696,OWNER,1,m,69,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
3255,3255,2697,OWNER,8,f,29,25-40,112065,69.40,11277,-1.71,0.19,45.36,1.34
3256,3256,2698,OWNER,49,m,23,18-25,75685,60.80,8208,6.12,0.37,24.99,2.07
3257,3257,2699,OWNER,73,f,21,18-25,182027,56.40,8746,0.43,0.41,24.14,3.54
3258,3258,2700,OWNER,74,f,39,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
3259,3259,2701,OWNER,71,m,49,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
3260,3260,2702,OWNER,74,f,57,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3261,3261,2702,DISPONENT,74,m,49,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3262,3262,2703,OWNER,61,f,58,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
3264,3264,2705,OWNER,63,f,49,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
3265,3265,2706,OWNER,47,f,36,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
3266,3266,2706,DISPONENT,47,m,39,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
3267,3267,2707,OWNER,61,m,48,40-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
3268,3268,2708,OWNER,1,f,43,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
3269,3269,2709,OWNER,2,m,25,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
3270,3270,2710,OWNER,12,m,59,25-50,107870,58.00,8754,0.59,0.48,35.56,4.07
3271,3271,2711,OWNER,58,f,57,25-50,109164,63.60,8757,2.37,0.57,21.45,3.67
3272,3272,2712,OWNER,9,f,79,>65,81344,55.30,8899,-6.15,0.58,33.65,3.68
3273,3273,2712,DISPONENT,9,m,81,>65,81344,55.30,8899,-6.15,0.58,33.65,3.68
3274,3274,2713,OWNER,26,m,70,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3275,3275,2713,DISPONENT,26,f,75,>65,170449,100.00,10787,1.29,0.45,36.09,2.87
3276,3276,2714,OWNER,52,m,19,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
3277,3277,2715,OWNER,42,m,33,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
3278,3278,2715,DISPONENT,42,f,37,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
3279,3279,2716,OWNER,66,f,45,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3280,3280,2716,DISPONENT,66,m,41,40-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
3281,3281,2717,OWNER,74,m,49,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
3282,3282,2718,OWNER,29,m,18,18-25,45714,55.60,8843,1.53,0.78,18.66,3.21
3283,3283,2719,OWNER,10,m,66,>65,92084,46.70,10124,5.49,-0.02,44.12,0.55
3284,3284,2720,OWNER,2,m,63,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
3285,3285,2720,DISPONENT,2,f,56,25-50,88884,46.70,8507,5.79,0.18,27.19,1.76
